title,studio,domestic_gross,foreign_gross,year,total_gross,title_clean,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
The Homesman,Saban,2400000.0,,2014,,the homesman,tt2398231,The Homesman,The Homesman,2014,122.0,"Drama,Western",tt2398231,6.6,27724.0
Life of Riley,KL,11600.0,2300000.0,2014,2311600.0,life of riley,tt2751390,Life of Riley,"Aimer, boire et chanter",2014,108.0,"Comedy,Drama,Romance",tt2751390,6.0,1110.0
Ode to My Father,CJ,2300000.0,,2014,,ode to my father,tt3812366,Ode to My Father,Gukjesijang,2014,126.0,"Drama,War",tt3812366,7.8,3114.0
Love is Strange,SPC,2300000.0,,2014,,love is strange,tt2639344,Love Is Strange,Love Is Strange,2014,94.0,"Drama,Romance",tt2639344,6.7,11471.0
"Men, Women & Children",Par.,706000.0,1500000.0,2014,2206000.0,"men, women & children",tt3179568,"Men, Women & Children","Men, Women & Children",2014,119.0,"Comedy,Drama",tt3179568,6.7,28110.0
2 States,UTV,2200000.0,,2014,,2 states,tt2372678,2 States,2 States,2014,149.0,"Comedy,Drama,Romance",tt2372678,6.9,21715.0
"20,000 Days on Earth",Drft.,280000.0,1800000.0,2014,2080000.0,"20,000 days on earth",tt2920540,"20,000 Days on Earth","20,000 Days on Earth",2014,97.0,"Documentary,Drama,Music",tt2920540,7.5,10155.0
Tusk,A24,1800000.0,,2014,,tusk,tt3099498,Tusk,Tusk,2014,102.0,"Comedy,Drama,Horror",tt3099498,5.3,40827.0
Awake: The Life of Yogananda,CF&SR,1500000.0,,2014,,awake: the life of yogananda,tt3741860,Awake: The Life of Yogananda,Awake: The Life of Yogananda,2014,87.0,Documentary,tt3741860,7.3,957.0
Fed Up,RTWC,1500000.0,,2014,,fed up,tt2381335,Fed Up,Fed Up,2014,92.0,Documentary,tt2381335,7.7,10660.0
Force Majeure,Magn.,1400000.0,,2014,,force majeure,tt2121382,Force Majeure,Turist,2014,120.0,"Comedy,Drama",tt2121382,7.3,41818.0
Postman Pat: The Movie,Shout!,1500.0,1300000.0,2014,1301500.0,postman pat: the movie,tt2062622,Postman Pat: The Movie,Postman Pat: The Movie,2014,88.0,"Animation,Comedy,Family",tt2062622,4.6,1461.0
Jai Ho,Eros,1300000.0,,2014,,jai ho,tt1188982,Jai Ho,Jai Ho,2014,135.0,"Action,Drama",tt1188982,5.3,15531.0
Jai Ho,Eros,1300000.0,,2014,,jai ho,tt4354792,Jai Ho,Jai Ho,2014,60.0,"Biography,Documentary,Music",tt4354792,7.6,34.0
Singham Returns,Eros,1200000.0,,2014,,singham returns,tt2309764,Singham Returns,Singham Returns,2014,142.0,"Action,Drama",tt2309764,5.7,6554.0
The Remaining,Triu,1200000.0,,2014,,the remaining,tt2714380,The Remaining,The Remaining,2014,88.0,"Drama,Horror,Mystery",tt2714380,4.3,6274.0
The Way He Looks,Strand,101000.0,1100000.0,2014,1201000.0,the way he looks,tt1702014,The Way He Looks,Hoje Eu Quero Voltar Sozinho,2014,96.0,"Drama,Romance",tt1702014,7.9,20160.0
Hector And The Search For Happiness,Rela.,1100000.0,,2014,,hector and the search for happiness,tt1626146,Hector and the Search for Happiness,Hector and the Search for Happiness,2014,120.0,"Adventure,Comedy,Drama",tt1626146,7.0,41840.0
The Captive,A24,1100000.0,,2014,,the captive,tt2326612,The Captive,The Captive,2014,112.0,"Crime,Drama,Mystery",tt2326612,5.9,27017.0
Laggies,A24,1100000.0,,2014,,laggies,tt2034031,Laggies,Laggies,2014,99.0,"Comedy,Drama,Romance",tt2034031,6.4,38885.0
Haider,UTV,1000000.0,,2014,,haider,tt3390572,Haider,Haider,2014,160.0,"Action,Crime,Drama",tt3390572,8.1,45863.0
Shaadi Ke Side Effects,Eros,921000.0,,2014,,shaadi ke side effects,tt3302962,Shaadi Ke Side Effects,Shaadi Ke Side Effects,2014,145.0,"Comedy,Romance",tt3302962,5.6,3566.0
Song of the Sea,GK,858000.0,,2014,,song of the sea,tt1865505,Song of the Sea,Song of the Sea,2014,93.0,"Adventure,Animation,Drama",tt1865505,8.1,43966.0
Kochadaiiyaan,Eros,817000.0,,2014,,kochadaiiyaan,tt2339505,Kochadaiiyaan,Kochadaiiyaan,2014,124.0,"Action,Animation",tt2339505,6.5,4527.0
Ek Villain,Eros,731000.0,,2014,,ek villain,tt3175038,Ek Villain,Ek Villain,2014,129.0,"Action,Crime,Drama",tt3175038,6.5,14556.0
Khoobsurat,UTV,711000.0,,2014,,khoobsurat,tt3554418,Khoobsurat,Khoobsurat,2014,130.0,"Comedy,Romance",tt3554418,6.4,6811.0
Frank,Magn.,645000.0,,2014,,frank,tt1605717,Frank,Frank,2014,95.0,"Comedy,Drama,Music",tt1605717,7.0,70130.0
Mary Kom,Eros,621000.0,,2014,,mary kom,tt3001638,Mary Kom,Mary Kom,2014,122.0,"Action,Biography,Drama",tt3001638,6.8,9155.0
The One I Love,RTWC,513000.0,,2014,,the one i love,tt2756032,The One I Love,The One I Love,2014,91.0,"Drama,Fantasy,Mystery",tt2756032,7.1,31033.0
A Girl Walks Home Alone at Night,KL,492000.0,,2014,,a girl walks home alone at night,tt2326554,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,2014,101.0,"Drama,Horror",tt2326554,7.0,26631.0
Beijing Love Story,CL,428000.0,,2014,,beijing love story,tt3505950,Beijing Love Story,Bei Jing ai qing gu shi,2014,121.0,"Drama,Romance",tt3505950,5.8,321.0
Goodbye to Language,KL,390000.0,,2014,,goodbye to language,tt2400275,Goodbye to Language,Adieu au langage,2014,70.0,"Drama,Fantasy",tt2400275,5.9,4908.0
Humpty Sharma Ki Dulhania,Relbig.,380000.0,,2014,,humpty sharma ki dulhania,tt3678938,Humpty Sharma Ki Dulhania,Humpty Sharma Ki Dulhania,2014,133.0,"Comedy,Drama,Romance",tt3678938,6.1,9835.0
I Origins,FoxS,336000.0,,2014,,i origins,tt2884206,I Origins,I Origins,2014,106.0,"Drama,Romance,Sci-Fi",tt2884206,7.4,104718.0
Happy Ending,Eros,314000.0,,2014,,happy ending,tt3017412,Happy Ending,Happy Ending,2014,135.0,"Comedy,Romance",tt3017412,5.4,3070.0
Main Tera Hero,Eros,275000.0,,2014,,main tera hero,tt2762334,Main Tera Hero,Main Tera Hero,2014,128.0,"Action,Comedy,Romance",tt2762334,5.3,6700.0
The Green Prince,MBox,258000.0,,2014,,the green prince,tt2304915,The Green Prince,The Green Prince,2014,101.0,"Biography,Documentary",tt2304915,7.2,2482.0
The Blue Room,IFC,255000.0,,2014,,the blue room,tt3230082,The Blue Room,La chambre bleue,2014,76.0,"Crime,Romance,Thriller",tt3230082,6.3,2855.0
Tazza: The Hidden Card,CJ,252000.0,,2014,,tazza: the hidden card,tt3402110,Tazza: The Hidden Card,Tajja: Sineui son,2014,147.0,"Crime,Drama",tt3402110,6.9,1678.0
The Breakup Guru,CL,209000.0,,2014,,the breakup guru,tt3667798,The Breakup Guru,Fen shou da shi,2014,114.0,Comedy,tt3667798,4.3,416.0
Listen Up Philip,Trib.,200000.0,,2014,,listen up philip,tt3093546,Listen Up Philip,Listen Up Philip,2014,108.0,"Comedy,Drama",tt3093546,6.3,5740.0
That Demon Within,CL,172000.0,,2014,,that demon within,tt3511542,That Demon Within,Moh ging,2014,111.0,"Action,Crime",tt3511542,6.0,1154.0
God's Pocket,IFC,170000.0,,2014,,god's pocket,tt2920808,God's Pocket,God's Pocket,2014,88.0,"Crime,Drama",tt2920808,6.1,10092.0
Zero Motivation,Zeit.,116000.0,,2014,,zero motivation,tt3576084,Zero Motivation,Efes beyahasei enosh,2014,97.0,"Comedy,Drama",tt3576084,7.3,3645.0
The Golden Era,CL,103000.0,,2014,,the golden era,tt3696086,The Golden Era,Huang jin shi dai,2014,177.0,"Biography,Drama,Romance",tt3696086,6.4,900.0
God Help the Girl,Ampl.,103000.0,,2014,,god help the girl,tt2141751,God Help the Girl,God Help the Girl,2014,112.0,"Drama,Music,Romance",tt2141751,6.4,8050.0
Cuban Fury,EOne,92400.0,,2014,,cuban fury,tt2390237,Cuban Fury,Cuban Fury,2014,98.0,"Comedy,Romance,Sport",tt2390237,6.2,16972.0
Life After Beth,A24,88300.0,,2014,,life after beth,tt2581244,Life After Beth,Life After Beth,2014,89.0,"Comedy,Fantasy,Horror",tt2581244,5.6,17995.0
Advanced Style,B360,87900.0,,2014,,advanced style,tt3268030,Advanced Style,Advanced Style,2014,72.0,"Biography,Comedy,Documentary",tt3268030,7.3,905.0
Better Living Through Chemistry,Gold.,75100.0,,2014,,better living through chemistry,tt1609479,Better Living Through Chemistry,Better Living Through Chemistry,2014,91.0,"Comedy,Drama",tt1609479,6.3,13388.0
Heropanti,UTV,63600.0,,2014,,heropanti,tt3142232,Heropanti,Heropanti,2014,146.0,"Action,Romance",tt3142232,5.3,7284.0
No Tears for the Dead,CJ,63100.0,,2014,,no tears for the dead,tt3697566,No Tears for the Dead,U-neun nam-ja,2014,116.0,"Action,Thriller",tt3697566,6.8,4953.0
Walk of Shame,FCW,59200.0,,2014,,walk of shame,tt2463288,Walk of Shame,Walk of Shame,2014,95.0,Comedy,tt2463288,6.0,48134.0
Rudderless,Gold.,58300.0,,2014,,rudderless,tt1798243,Rudderless,Rudderless,2014,105.0,"Comedy,Drama,Music",tt1798243,7.5,16303.0
White Bird in a Blizzard,Magn.,33800.0,,2014,,white bird in a blizzard,tt2238050,White Bird in a Blizzard,White Bird in a Blizzard,2014,91.0,"Drama,Mystery,Thriller",tt2238050,6.4,25376.0
The Hero of Color City,Magn.,32200.0,,2014,,the hero of color city,tt0498351,The Hero of Color City,The Hero of Color City,2014,77.0,"Animation,Family",tt0498351,4.0,431.0
Bird People,IFC,32100.0,,2014,,bird people,tt2368635,Bird People,Bird People,2014,127.0,"Drama,Fantasy,Romance",tt2368635,6.1,2742.0
Lilting,Strand,27100.0,,2014,,lilting,tt2560102,Lilting,Lilting,2014,83.0,"Drama,Romance",tt2560102,7.2,5352.0
Guardian Angel,RME,19500.0,,2014,,guardian angel,tt2992538,Guardian Angel,Guardian Angel,2014,86.0,"Action,Drama",tt2992538,7.7,43.0
Two Night Stand,EOne,18600.0,,2014,,two night stand,tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",tt2140619,6.4,60510.0
13 Sins,RTWC,13800.0,,2014,,13 sins,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",tt2059171,6.3,29550.0
Camp X-Ray,IFC,13300.0,,2014,,camp x-ray,tt2994190,Camp X-Ray,Camp X-Ray,2014,117.0,"Drama,War",tt2994190,6.9,36700.0
Wolves,KE,12100.0,,2014,,wolves,tt1403241,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",tt1403241,5.3,7312.0
Falcon Rising,Free,11800.0,,2014,,falcon rising,tt2295722,Falcon Rising,Falcon Rising,2014,103.0,"Action,Adventure",tt2295722,5.8,6955.0
You're Not You,EOne,11500.0,,2014,,you're not you,tt1198156,You're Not You,You're Not You,2014,102.0,Drama,tt1198156,7.4,22156.0
Stray Dogs,CGld,10400.0,,2014,,stray dogs,tt4008348,Stray Dogs,Deul-gae-deul,2014,99.0,Thriller,tt4008348,5.6,39.0
The Devil's Hand,RAtt.,5700.0,,2014,,the devil's hand,tt2290739,The Devil's Hand,Where the Devil Hides,2014,86.0,"Horror,Thriller",tt2290739,5.0,3339.0
Open Windows,Cdgm.,1800.0,,2014,,open windows,tt2409818,Open Windows,Open Windows,2014,100.0,"Crime,Horror,Thriller",tt2409818,5.2,12764.0
Jurassic World,Uni.,652300000.0,,2015,,jurassic world,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",tt0369610,7.0,539338.0
Furious 7,Uni.,353000000.0,,2015,,furious 7,tt2820852,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",tt2820852,7.2,335074.0
Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,1405400000.0,avengers: age of ultron,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi",tt2395427,7.3,665594.0
Minions,Uni.,336000000.0,823400000.0,2015,1159400000.0,minions,tt2293640,Minions,Minions,2015,91.0,"Adventure,Animation,Comedy",tt2293640,6.4,193917.0
Spectre,Sony,200100000.0,680600000.0,2015,880700000.0,spectre,tt2379713,Spectre,Spectre,2015,148.0,"Action,Adventure,Thriller",tt2379713,6.8,352504.0
Inside Out,BV,356500000.0,501100000.0,2015,857600000.0,inside out,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",tt2096673,8.2,536181.0
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000.0,2015,682700000.0,mission: impossible - rogue nation,tt2381249,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,2015,131.0,"Action,Adventure,Thriller",tt2381249,7.4,311704.0
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,653400000.0,the hunger games: mockingjay - part 2,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",tt1951266,6.6,252384.0
The Martian,Fox,228400000.0,401700000.0,2015,630100000.0,the martian,tt3659388,The Martian,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",tt3659388,8.0,680116.0
Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,571000000.0,fifty shades of grey,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller",tt2322441,4.1,279126.0
The Revenant,Fox,183600000.0,349300000.0,2015,532900000.0,the revenant,tt1663202,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography",tt1663202,8.0,621193.0
Ant-Man,BV,180200000.0,339100000.0,2015,519300000.0,ant-man,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",tt0478970,7.3,501213.0
Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,474800000.0,hotel transylvania 2,tt2510894,Hotel Transylvania 2,Hotel Transylvania 2,2015,89.0,"Animation,Comedy,Family",tt2510894,6.7,92905.0
San Andreas,WB (NL),155200000.0,318800000.0,2015,474000000.0,san andreas,tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",tt2126355,6.1,192750.0
Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,378400000.0,mad max: fury road,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",tt1392190,8.1,780910.0
The Good Dinosaur,BV,123100000.0,209100000.0,2015,332200000.0,the good dinosaur,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",tt1979388,6.7,91465.0
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,325200000.0,the spongebob movie: sponge out of water,tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy",tt2279373,6.0,43560.0
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,312300000.0,maze runner: the scorch trials,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller",tt4046784,6.3,201143.0
Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015,287500000.0,pitch perfect 2,tt2848292,Pitch Perfect 2,Pitch Perfect 2,2015,115.0,"Comedy,Music",tt2848292,6.4,130692.0
Lost in Hong Kong,WGUSA,1300000.0,255000000.0,2015,256300000.0,lost in hong kong,tt4242158,Lost in Hong Kong,Gang jiong,2015,114.0,"Action,Adventure,Comedy",tt4242158,5.4,1281.0
The Peanuts Movie,Fox,130199999.0,116100000.0,2015,246299999.0,the peanuts movie,tt2452042,The Peanuts Movie,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy",tt2452042,7.1,39149.0
Pixels,Sony,78700000.0,166100000.0,2015,244800000.0,pixels,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",tt2120120,5.6,119789.0
Daddy's Home,Par.,150400000.0,92400000.0,2015,242800000.0,daddy's home,tt1528854,Daddy's Home,Daddy's Home,2015,96.0,Comedy,tt1528854,6.2,96909.0
Spy,Fox,110800000.0,124800000.0,2015,235600000.0,spy,tt3079380,Spy,Spy,2015,119.0,"Action,Comedy,Crime",tt3079380,7.0,213908.0
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,234800000.0,alvin and the chipmunks: the road chip,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",tt2974918,5.1,14507.0
Goodbye Mr. Loser,CL,1300000.0,226800000.0,2015,228100000.0,goodbye mr. loser,tt5061814,Goodbye Mr. Loser,Xia Luo te fan nao,2015,104.0,Comedy,tt5061814,6.7,1777.0
Ted 2,Uni.,81500000.0,135200000.0,2015,216700000.0,ted 2,tt2637276,Ted 2,Ted 2,2015,115.0,Comedy,tt2637276,6.3,165843.0
Tomorrowland,BV,93400000.0,115700000.0,2015,209100000.0,tomorrowland,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",tt1964418,6.4,161343.0
Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,201600000.0,straight outta compton,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History",tt1398426,7.9,165307.0
The Intern,WB,75800000.0,118800000.0,2015,194600000.0,the intern,tt2361509,The Intern,The Intern,2015,121.0,"Comedy,Drama",tt2361509,7.1,191494.0
Jupiter Ascending,WB,47400000.0,136600000.0,2015,184000000.0,jupiter ascending,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",tt1617661,5.3,166327.0
Creed,WB (NL),109800000.0,63800000.0,2015,173600000.0,creed,tt3076658,Creed,Creed,2015,133.0,"Drama,Sport",tt3076658,7.6,224671.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,168000000.0,fantastic four,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",tt1502712,4.3,140148.0
Bridge of Spies,BV,72300000.0,93200000.0,2015,165500000.0,bridge of spies,tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,"Drama,History,Thriller",tt3682448,7.6,263004.0
The Hateful Eight,Wein.,54100000.0,101600000.0,2015,155700000.0,the hateful eight,tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",tt3460252,7.8,434966.0
Goosebumps,Sony,80100000.0,70100000.0,2015,150200000.0,goosebumps,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",tt1051904,6.3,72858.0
The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,147000000.0,the last witch hunter,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy",tt1618442,6.0,86118.0
Trainwreck,Uni.,110200000.0,30600000.0,2015,140800000.0,trainwreck,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance",tt3152624,6.2,121860.0
Mr. Six,CL,1400000.0,137800000.0,2015,139200000.0,mr. six,tt4701702,Mr. Six,Lao pao er,2015,134.0,"Action,Drama",tt4701702,7.1,2838.0
The Big Short,Par.,70300000.0,63200000.0,2015,133500000.0,the big short,tt1596363,The Big Short,The Big Short,2015,130.0,"Biography,Comedy,Drama",tt1596363,7.8,309227.0
Pan,WB,35100000.0,93300000.0,2015,128400000.0,pan,tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",tt3332064,5.8,55867.0
Wolf Totem,Sony,211000.0,125600000.0,2015,125811000.0,wolf totem,tt2909116,Wolf Totem,Le dernier loup,2015,121.0,"Adventure,Drama",tt2909116,6.7,5039.0
Magic Mike XXL,WB,66000000.0,56500000.0,2015,122500000.0,magic mike xxl,tt2268016,Magic Mike XXL,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music",tt2268016,5.6,48497.0
Dragon Blade,LGP,74100.0,121500000.0,2015,121574100.0,dragon blade,tt3672840,Dragon Blade,Tian jiang xiong shi,2015,127.0,"Action,Adventure,Drama",tt3672840,6.0,16672.0
Get Hard,WB,90400000.0,21400000.0,2015,111800000.0,get hard,tt2561572,Get Hard,Get Hard,2015,100.0,"Comedy,Crime",tt2561572,6.0,111187.0
The Man From U.N.C.L.E.,WB,45400000.0,64400000.0,2015,109800000.0,the man from u.n.c.l.e.,tt1638355,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy",tt1638355,7.3,240606.0
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000.0,2015,107600000.0,paul blart: mall cop 2,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",tt3450650,4.4,30828.0
Shaun the Sheep Movie,LGF,19400000.0,86800000.0,2015,106200000.0,shaun the sheep movie,tt2872750,Shaun the Sheep Movie,Shaun the Sheep Movie,2015,85.0,"Adventure,Animation,Comedy",tt2872750,7.4,32935.0
Sisters,Uni.,87000000.0,18000000.0,2015,105000000.0,sisters,tt1850457,Sisters,Sisters,2015,118.0,Comedy,tt1850457,6.0,58994.0
Sisters,Uni.,87000000.0,18000000.0,2015,105000000.0,sisters,tt4793074,Sisters,Sisters,2015,53.0,"Biography,Documentary,Music",,,
Vacation,WB (NL),58900000.0,46000000.0,2015,104900000.0,vacation,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",tt1524930,6.1,87582.0
Chappie,Sony,31600000.0,70500000.0,2015,102100000.0,chappie,tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",tt1823672,6.8,213733.0
Joy,Fox,56500000.0,44700000.0,2015,101200000.0,joy,tt2446980,Joy,Joy,2015,124.0,Drama,tt2446980,6.6,118086.0
Black Mass,WB,62600000.0,37200000.0,2015,99800000.0,black mass,tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",tt1355683,6.9,155847.0
The Visit,Uni.,65200000.0,33200000.0,2015,98400000.0,the visit,tt3567288,The Visit,The Visit,2015,94.0,"Horror,Mystery,Thriller",tt3567288,6.2,102459.0
Spotlight,ORF,45100000.0,53200000.0,2015,98300000.0,spotlight,tt1895587,Spotlight,Spotlight,2015,129.0,"Crime,Drama",tt1895587,8.1,365110.0
Spotlight,ORF,45100000.0,53200000.0,2015,98300000.0,spotlight,tt7785302,Spotlight,Spotlight,2015,99.0,Drama,tt7785302,8.0,12.0
In the Heart of the Sea,WB,25000000.0,68900000.0,2015,93900000.0,in the heart of the sea,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",tt1390411,6.9,108628.0
Southpaw,Wein.,52400000.0,39500000.0,2015,91900000.0,southpaw,tt1798684,Southpaw,Southpaw,2015,124.0,"Drama,Sport",tt1798684,7.4,199783.0
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000.0,2015,86000000.0,the second best exotic marigold hotel,tt2555736,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015,122.0,"Comedy,Drama",tt2555736,6.6,28931.0
Paper Towns,Fox,32000000.0,53500000.0,2015,85500000.0,paper towns,tt3622592,Paper Towns,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",tt3622592,6.3,87742.0
Sicario,LGF,46900000.0,38000000.0,2015,84900000.0,sicario,tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama",tt3397884,7.6,328548.0
Hitman: Agent 47,Fox,22500000.0,59900000.0,2015,82400000.0,hitman: agent 47,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",tt2679042,5.7,80510.0
The Wedding Ringer,SGem,64500000.0,15300000.0,2015,79800000.0,the wedding ringer,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,tt0884732,6.7,66893.0
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000.0,2015,78900000.0,paranormal activity: the ghost dimension,tt2473510,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015,88.0,"Horror,Mystery,Thriller",tt2473510,4.6,22361.0
Crimson Peak,Uni.,31100000.0,43600000.0,2015,74700000.0,crimson peak,tt2554274,Crimson Peak,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror",tt2554274,6.5,119287.0
The Transporter Refueled,EC,16000000.0,56600000.0,2015,72600000.0,the transporter refueled,tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime",tt2938956,5.2,36201.0
Run All Night,WB,26500000.0,45200000.0,2015,71700000.0,run all night,tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",tt2199571,6.6,94131.0
War Room,TriS,67800000.0,,2015,,war room,tt3832914,War Room,War Room,2015,120.0,Drama,tt3832914,6.5,11716.0
The Age of Adaline,LGF,42600000.0,23000000.0,2015,65600000.0,the age of adaline,tt1655441,The Age of Adaline,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance",tt1655441,7.2,138924.0
The Danish Girl,Focus,11100000.0,53100000.0,2015,64200000.0,the danish girl,tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance",tt0810819,7.1,146873.0
The Longest Ride,Fox,37400000.0,25500000.0,2015,62900000.0,the longest ride,tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance",tt2726560,7.1,70327.0
Brooklyn,FoxS,38300000.0,23800000.0,2015,62100000.0,brooklyn,tt2381111,Brooklyn,Brooklyn,2015,117.0,"Drama,Romance",tt2381111,7.5,117021.0
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000.0,2015,61800000.0,dragon ball z: resurrection 'f',tt3819668,Dragon Ball Z: Resurrection 'F',Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',2015,93.0,"Action,Adventure,Animation",tt3819668,7.3,18286.0
Woman in Gold,Wein.,33299999.0,28300000.0,2015,61599999.0,woman in gold,tt2404425,Woman in Gold,Woman in Gold,2015,109.0,"Biography,Drama,History",tt2404425,7.3,48501.0
Krampus,Uni.,42700000.0,18800000.0,2015,61500000.0,krampus,tt3850590,Krampus,Krampus,2015,98.0,"Comedy,Fantasy,Horror",tt3850590,6.2,55400.0
The Walk,TriS,10100000.0,51000000.0,2015,61100000.0,the walk,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",tt2159988,6.8,126.0
The Walk,TriS,10100000.0,51000000.0,2015,61100000.0,the walk,tt3488710,The Walk,The Walk,2015,123.0,"Adventure,Biography,Drama",tt3488710,7.3,109714.0
The Perfect Guy,SGem,57000000.0,3200000.0,2015,60200000.0,the perfect guy,tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",tt3862750,5.6,8998.0
No Escape,Wein.,27300000.0,27100000.0,2015,54400000.0,no escape,tt1781922,No Escape,No Escape,2015,103.0,"Action,Thriller",tt1781922,6.8,70222.0
Sinister 2,Focus,27700000.0,25100000.0,2015,52800000.0,sinister 2,tt2752772,Sinister 2,Sinister 2,2015,97.0,"Horror,Mystery,Thriller",tt2752772,5.3,41782.0
The Boy Next Door,Uni.,35400000.0,17000000.0,2015,52400000.0,the boy next door,tt3181822,The Boy Next Door,The Boy Next Door,2015,91.0,"Horror,Thriller",tt3181822,4.7,34816.0
The Night Before,Sony,43000000.0,9300000.0,2015,52300000.0,the night before,tt3530002,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy",tt3530002,6.4,58455.0
